YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,GeoLocation,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1
2013,2013,MN,Minnesota,YRBSS,Alcohol,Alcohol use among youth,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,"(46.35564873600049, -94.79420050299967)",27,ALC,ALC1_1,CrdPrev,OVERALL,OVR
2011,2011,MN,Minnesota,PRAMS,Alcohol,Alcohol use before pregnancy,%,Crude Prevalence,68.2,68.2,,,65.3,70.9,Overall,Overall,"(46.35564873600049, -94.79420050299967)",27,ALC,ALC1_2,CrdPrev,OVERALL,OVR
2012,2012,MN,Minnesota,Legal Research,Alcohol,Local authority to regulate alcohol outlet density,,Local control of the regulation of alcohol outlet density,Category 1 - State had exclusive local alcohol retail licensing,,,,,,Overall,Overall,"(46.35564873600049, -94.79420050299967)",27,ALC,ALC10_0,LclCntrlAlc,OVERALL,OVR
2013,2013,MN,Minnesota,YRBSS,Alcohol,Binge drinking prevalence among youth,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,"(46.35564873600049, -94.79420050299967)",27,ALC,ALC2_1,CrdPrev,OVERALL,OVR
2014,2014,MN,Minnesota,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,%,Crude Prevalence,19.5,19.5,,,18.8,20.3,Overall,Overall,"(46.35564873600049, -94.79420050299967)",27,ALC,ALC2_2,CrdPrev,OVERALL,OVR
2014,2014,MN,Minnesota,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,%,Age-adjusted Prevalence,20.4,20.4,,,19.6,21.2,Overall,Overall,"(46.35564873600049, -94.79420050299967)",27,ALC,ALC2_2,AgeAdjPrev,OVERALL,OVR
2014,2014,MN,Minnesota,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,%,Crude Prevalence,24.6,24.6,,,23.4,25.8,Gender,Male,"(46.35564873600049, -94.79420050299967)",27,ALC,ALC2_2,CrdPrev,GENDER,GENM
2014,2014,MN,Minnesota,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,%,Age-adjusted Prevalence,25.3,25.3,,,24.1,26.6,Gender,Male,"(46.35564873600049, -94.79420050299967)",27,ALC,ALC2_2,AgeAdjPrev,GENDER,GENM
2014,2014,MN,Minnesota,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,%,Crude Prevalence,14.8,14.8,,,13.8,15.7,Gender,Female,"(46.35564873600049, -94.79420050299967)",27,ALC,ALC2_2,CrdPrev,GENDER,GENF
2014,2014,MN,Minnesota,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,%,Age-adjusted Prevalence,15.6,15.6,,,14.5,16.6,Gender,Female,"(46.35564873600049, -94.79420050299967)",27,ALC,ALC2_2,AgeAdjPrev,GENDER,GENF
2014,2014,MN,Minnesota,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,%,Crude Prevalence,20.2,20.2,,,19.4,21.1,Race/Ethnicity,"White, non-Hispanic","(46.35564873600049, -94.79420050299967)",27,ALC,ALC2_2,CrdPrev,RACE,WHT
2014,2014,MN,Minnesota,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,%,Age-adjusted Prevalence,22,22,,,21.1,23,Race/Ethnicity,"White, non-Hispanic","(46.35564873600049, -94.79420050299967)",27,ALC,ALC2_2,AgeAdjPrev,RACE,WHT
