YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,GeoLocation,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1
2014,2014,AK,Alaska,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,%,Crude Prevalence,20.2,20.2,,,18.5,22.1,Overall,Overall,"(64.84507995700051, -147.72205903599973)",02,ALC,ALC2_2,CrdPrev,OVERALL,OVR
2014,2014,AK,Alaska,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,%,Age-adjusted Prevalence,19.8,19.8,,,18.1,21.6,Overall,Overall,"(64.84507995700051, -147.72205903599973)",02,ALC,ALC2_2,AgeAdjPrev,OVERALL,OVR
2014,2014,AK,Alaska,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,%,Crude Prevalence,25.3,25.3,,,22.6,28.1,Gender,Male,"(64.84507995700051, -147.72205903599973)",02,ALC,ALC2_2,CrdPrev,GENDER,GENM
2014,2014,AK,Alaska,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,%,Age-adjusted Prevalence,24.7,24.7,,,22,27.5,Gender,Male,"(64.84507995700051, -147.72205903599973)",02,ALC,ALC2_2,AgeAdjPrev,GENDER,GENM
2014,2014,AK,Alaska,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,%,Crude Prevalence,14.8,14.8,,,12.8,17.1,Gender,Female,"(64.84507995700051, -147.72205903599973)",02,ALC,ALC2_2,CrdPrev,GENDER,GENF
2014,2014,AK,Alaska,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,%,Age-adjusted Prevalence,14.5,14.5,,,12.5,16.7,Gender,Female,"(64.84507995700051, -147.72205903599973)",02,ALC,ALC2_2,AgeAdjPrev,GENDER,GENF
2014,2014,AK,Alaska,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,%,Crude Prevalence,19.8,19.8,,,17.9,21.9,Race/Ethnicity,"White, non-Hispanic","(64.84507995700051, -147.72205903599973)",02,ALC,ALC2_2,CrdPrev,RACE,WHT
2014,2014,AK,Alaska,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,%,Age-adjusted Prevalence,19.9,19.9,,,18,22,Race/Ethnicity,"White, non-Hispanic","(64.84507995700051, -147.72205903599973)",02,ALC,ALC2_2,AgeAdjPrev,RACE,WHT
2014,2014,AK,Alaska,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic","(64.84507995700051, -147.72205903599973)",02,ALC,ALC2_2,CrdPrev,RACE,BLK
2014,2014,AK,Alaska,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic","(64.84507995700051, -147.72205903599973)",02,ALC,ALC2_2,AgeAdjPrev,RACE,BLK
